item_id	user_id	rating	timestamp
B08DBDD6CM	AH6H2XUMPGY2TET52MTAO3LLVTSQ	5.0	1408995379000
B0B8M2Q1DS	AFJAAQX3CJRKW3ETBKBU4XTHMQKA	5.0	1452995693000
B003HGFRO8	AFQGYW6TLQ7IOG475GG6WDXHPY5Q	5.0	1457025223000
B0BPJ4Q6FJ	AH3VC4OJW7VKA6R24MMIEXHBUXFQ	5.0	1535777686740
B0BPJ4Q6FJ	AGG7I4L6QY76J5B437XMA2RCHVRQ	5.0	1408575789000
B07GFH8NTB	AE2OQ55HLV5XO54DWLE4PB5XUNPA	5.0	1485481222000
B08VCYR3T9	AG7SEBD4QME2XDR3PFWJHR6WQTYQ	5.0	1454542753000
B09RTZ26KV	AH7I57UVCR75DY4O5MDVVGWT2CJQ	5.0	1562345834558
B08JMQR2JK	AG23AW56WZ7KPYYAS4A3YUDTYWCQ	5.0	1458655598000
B0BFKQGWZ7	AE3XROIUIHODMUU67SFRYVQGX3LA	5.0	1368774208000
B079TLFL33	AFVN3Z7WL2CLXIBUTHYR6K6Y7YJA	5.0	1550180461113
B0BPJ4Q6FJ	AHJ6S3TB7HAXJQ4OFAFHDO5VFNQA	5.0	1486598338000
B07PM289SV	AHHTZKWLL3I3MRXLE2RD5T32OA5Q	1.0	1433872425000
B07MDT5WJX	AGL5CU72UNJVFQBRAEB3J5F7DR3A	5.0	1566608754680
B07JGCQYN8	AF6IPYXSVTYOXYMAQTOUM5PXRN3Q	5.0	1522974678364
B088DD5M4V	AGVT5E2C6WNOCFYSLOCPAPBJOIKQ	1.0	1525308285203
B09PVPJVN8	AGZEDKJEUXQ3KK5D462HQZYTQWXA	4.0	1397146417000
B015IJIO5U	AHCLEFILWZQNDMN4L3LC3DJLZNSQ	5.0	1517885205142
B01DXVB4RU	AFJQQWO6VAZCTTY3GXNB3SEUU34Q	5.0	1427367357000
B09857JRP2	AGOPCOD376FPNVVFV4BUIGDPY2SA	5.0	1489615568000
B07JGCQYN8	AEJ2EBOMYJWLG2K2ALIN7I7DSLJQ	5.0	1433871235000
B005PGGU9O	AFFELFYTX2FJCTZLASZLK3K7FQNA	4.0	1441234100000
B000T9PE9E	AFKBZVPC42DGIECDEAOCL57MRAQA	3.0	1376016338000
B073XXLVWT	AHQIY3JCKATNBTZVZAQLHPDE5KTA	4.0	1543065096816
B0002GYX5K	AHHCZ7AH3J4YB7TXW3452WBR4ZHQ	4.0	1551187339237
B09KR857F4	AEIGNQD2PURKBD57LI4CYPUF2SNA	5.0	1545338197263
B004U1QDL0	AG5ZVXXHEXDYUUODSEQC4XXV7DPA	5.0	1356964807000
B079P9LDHN	AFDAU5M5NRUN4LYLI7N4YROKYLWA	5.0	1438106226000
B0B16WH36J	AFFELFYTX2FJCTZLASZLK3K7FQNA	5.0	1556114222774
B06W2NS7RW	AHG4XUNNKMZUSMC7UI3YRS5YMD7A	5.0	1571877995298
B0B8M2Q1DS	AF4EY2RL5MCVIFTSNCGQ3SNR5RBQ	3.0	1385210222000
B0BSCFTV2G	AG6CZXXQXXL3L7TE7XVHTW3DYKYA	4.0	1379113990000
B0C5LYJXLR	AFLC3ITHS7HWTDRWZCWC5BZDGK6Q	5.0	1356150647000
B07CBT4SYD	AE4QPRXNFNXMTRSF7SZLJ4MEMP2A	5.0	1365159065000
B0CB98SMQR	AHLW46IEEWKFIKZQIWJME267TRZQ	5.0	1456287800000
B07BQVJY7W	AE3MLVJ2OOZ3WLVKQG42G3AQ2KZQ	2.0	1390356748000
B018FCZKR2	AEFPGSOOIM5GMCPX7FOCCH3UF6ZA	5.0	1554266463154
B07TDNWYSB	AEVCAEZSUTRGJGQEUXGDEMWDIB7A	5.0	1449005131000
B07DWM2XSS	AG2MKC5IFAOLSZM2XIJIH3EJRTFQ	5.0	1492585476000
B0B1LK9SXB	AHLFYDRLX6L6LLJ4L25C5XFNEWKA	4.0	1541826585752
B09396NY1C	AH6H2XUMPGY2TET52MTAO3LLVTSQ	5.0	1428452316000
B01JIQ36DE	AH5QT754LOCVVNX2QBP2QCHFPO6Q	4.0	1535240119430
B00CGFRJ2Y	AEWXCT7YJV3MC7M6RYOHSEYI5AIA	5.0	1528824770480
B01LXTBO7B	AEFK4A22W4P6TW7ZVV2UJN7Z53RA	5.0	1419043437000
B0928HW2P4	AEGAK36V5XS6MLBKBB5HGZPXSZXQ	5.0	1424558239000
B004XNK7AI	AHUPJSMPURGM4QXXHW7VZLHZHITQ	4.0	1447804106000
B0BH599FJY	AGH7F3VLUYMLE52O7FHD7X2B5RAA	5.0	1562380884250
B0BPJ4Q6FJ	AFIOMYWY7N3H6KHV3EHENDBAN7MA	5.0	1395668574000
B07SZLTL1W	AGHMOR4A4MZUIVGIMRCFLGWUSTXQ	5.0	1420232551000
B0BTC9YJ2W	AE42Q4LRELZEBXTDYI6PYTWZEOZQ	5.0	1447805622000
B004XNK7AI	AF5TD7CMXZ6FGOR5EY4IZPFTROGA	2.0	1453649212000
B00V7YMOLG	AHH3LW4BOPFAI6XNV72G5X4V37GQ	5.0	1443907723000
B0C6J1X7TD	AFKDDPZBRPWARS63Y5CLCLCTUMWA	5.0	1376676566000
B000KIPTE4	AGBDLSGHRFYWVTPVFFMGGT3W4NNA	5.0	1533069431152
B0BSGM6CQ9	AGURFTG2JOEGGB4LP6WAKKEQENPA	5.0	1526531488257
B0BH599FJY	AF4GF7DGETR3UCUGYB5CGNHWZY6Q	5.0	1460925871000
B074KRRZCH	AFCW3I4HL6FLOYFDC4PVL6AE4VLQ	3.0	1473592308000
B0BT2ZRCY2	AEB5MUKIPEWYQ6TIWV2WQJK3XVYA	5.0	1512136441601
B0009DXEEM	AHMY4433RXWWWIPLL52FFK3KA2BA	5.0	1576271494356
B0B2LSX437	AFHIW6ZJRTCQCT2BKFRDPY2RQWLA	5.0	1520867799995
B09857JRP2	AF2GPIP26H7E5EHDWC6P7RKZ3OUQ	5.0	1493784398000
B07MHL48V6	AGY53AAWLQK5O77H2YKXCURQHNTQ	2.0	1452198639000
B00ZTRVA80	AFSUK4CHQFQYHUISLHWFDI3T7EGA	5.0	1475639372000
B004OK1G64	AF3FYICX6MT2J3E7RBI6WGC2DSVA	2.0	1549349580835
B015JTEBN8	AGWZYKIKUOX77ISQRDMEFQL7JXOQ	5.0	1537883465522
B0BKR2ZM9X	AGIZAXPBONK53PAVEEILT5YKYINQ	5.0	1481656865000
B01M8N618U	AG6ATLCKETNYRKL6GCQV35CSSGPA	5.0	1539475674669
B0BCK6L7S5	AEY67UM6R2R2XFEAXAXMWTZ4Z5UA	5.0	1532462093575
B0BCK6L7S5	AF6NUCZR3MMBLJJCDNZS6PKZTOYQ	5.0	1522723054101
B091MZPYBQ	AFBMDMJJWT3FURXNTGG2DUBP7LAQ	5.0	1478655028000
B0BNVFLP64	AFQB6T4X2HDJD2LSZNPLZSIRCLRQ	5.0	1327047339000
B00N4ZHQ14	AEG4JJL36SPE6KDU4NB7NJGMU7XA	5.0	1451911212000
B0179A4ILK	AHRSXDWMMGBPIAF7FLEPJHM2VBEQ	5.0	1480695648000
B09RJZSQML	AHNMR3M7H4JDTEO5LXIKZC4DJUUA	5.0	1574323391862
B07226MCY6	AE3HH4T7QZ4W47WZD7V3YL4EBIPA	5.0	1549996232785
B0010SHU18	AESSUWJ57ZQ6VRMWJYR53UJT2H6A	5.0	1412543063000
B0BR2G8WYG	AHXN24SQSFO4TJAXQSERXXGLO5FA	5.0	1541380320684
B07N5J3GTB	AEIKYWZRVDPKMU4KTYB557TYG33Q	5.0	1486762456000
B00IFOTSJW	AHJH4JENJNV2WIBEOIXHQEF2GQIA	5.0	1363962648000
B01DE4D4LU	AGVT5E2C6WNOCFYSLOCPAPBJOIKQ	3.0	1566350774531
B0C61YQFHH	AFZXNEY2426L25LOEOWMYDITOCYQ	4.0	1566048580815
B08DM9NFLH	AHKSPTA26RYNHWCBBTGFY36PGJCQ	5.0	1415206969000
B074KRRZCH	AEH6OLQHQQVSIU7BDLIHSMIBOGNQ	5.0	1456990080000
B08BSFDY99	AFWEOWK32WTIBX4MC7D3WFDLCKJQ	5.0	1446159255000
B0BCXRXTNY	AER6WLSJPBPNOZIQWVHQBVOKTNCA	5.0	1340379048000
B09BF8XDF4	AGIOGJDBPAJSQTMQRYQMNUVRZ6OA	5.0	1477879456000
B06ZZCMP8L	AER6WLSJPBPNOZIQWVHQBVOKTNCA	5.0	1517323270317
B0BHSG5C3G	AFTF5Z4H3CXBKB2HET3J72K6MTUQ	5.0	1529320622763
B001W99HE8	AEKHOFU35JS3BOIWZSEM7DKSTEVA	4.0	1496814050000
B07R3S93K8	AE6PSHVBGROWTJMPVBEJZGHNRUQA	5.0	1537560700962
B08DM9NFLH	AGQN2BAX2A76WK74M3IC2ZFGS6UQ	5.0	1462677624000
B0BCXRXTNY	AEQWIQ5K6LLNVFPBJTPKK4J76SWA	5.0	1459783743000
B0009DXEEM	AFQRADPBJBT3FQPLY3DLXYDZYNFQ	4.0	1369591360000
B0B8Z6192W	AE4ZMURD4I73BSFCFQPGOWBOHXIA	5.0	1576372753268
B0BHG58G2F	AF2O4GMP7Z6ZV7WZGJM5MGT27GAA	5.0	1438957450000
B001L8NGJ2	AEXESL7NRRWBZW2BNBUJIY5FOEAA	5.0	1520374668916
B0158GWWJ2	AFJ6BNKTPZQXGEOAIOMMCSESJS2A	5.0	1414700258000
B09D9HYFYY	AEVIDOETQTYGFWUVJGTIDMWH4YFQ	5.0	1509466617817
B009GT0KNI	AGCEVEY3EGUM4OSI4RJS2EMPXIXA	5.0	1401978611000
B00CPLODUU	AEJH4HUMFAN62AII4PTCGRGGAE7Q	5.0	1568863367485
B09S2VB3KW	AE46JXESDQQOX3CPKT4SU6UE66OA	5.0	1458329192000
B00JL5I61A	AEG6NGV3ZYGSVEXM3UPPTB3EJ5IA	5.0	1451975616000
B00H35YIJE	AFLC3ITHS7HWTDRWZCWC5BZDGK6Q	5.0	1398871395000
B09D9HYFYY	AFF3XJ5XVKENDHYK5RWPJCSDMTOA	5.0	1425837689000
B001L8NGJ2	AERHC4EZVGQHCFFAIXJK5WSFDKQA	4.0	1499427587259
B0C9NGP88D	AGEWXW526KOH5743XNOIKVCMVJQA	2.0	1472240002000
B09KWWS7DH	AG7EI3UOXIQXEL5QDZPVKPSVR4UQ	5.0	1491572189000
1423414357	AEEGISKA25XQLKLF7G2JOWTA6LZA	5.0	1455910909000
B01K1EJQ9U	AG57ZCKN4CZOESBMSWZPL2CR77JQ	5.0	1471889376000
B00RVE9X06	AFZXNEY2426L25LOEOWMYDITOCYQ	4.0	1464868502000
B07L5B64RG	AEGPH37EQW2VFMQTLTMTD26JH6ZQ	1.0	1571344599208
B074GXRXVR	AG25IEYUMS6V4XO2X4GUWVSPELOA	4.0	1539785109923
B08SJY4T7K	AELNRQWRJQYTAKSHAXR3LBUGIFGA	5.0	1429542591000
B09V91H5XM	AHRSXDWMMGBPIAF7FLEPJHM2VBEQ	5.0	1480695893000
B0BTC9YJ2W	AFI3PUWOT5VQ2RUUVOCEFT3B74BQ	4.0	1466023832000
B0B29LK8QD	AHTOQ6BJJR67CXFLW7CGRTLA3A3A	5.0	1566222169201
B00IFOTSJW	AEXUDYZQ6UWJHNPKVSVI3FI4IBZQ	4.0	1377441837000
B0BT2ZRCY2	AGBCLRMS7OW3N3T44GO6W6M6RNBA	5.0	1406442574000
B07CYRYQ8G	AENNORCDOTT2KFT5WUIK7PJ2EXOA	5.0	1563171953721
B00IFOTSJW	AE2TQUALUTZLMEWBULG5K65EOQSQ	5.0	1360474922000
B08DM9NFLH	AH6ABZS2AQPPRY6Q5D63UMB4EY4Q	5.0	1468254507000
B0BT2Z1DF1	AGVJNAG7UKKZH2XTBDZ2HD5DOJCA	5.0	1431192783000
B00OYUSHJS	AE5VICOXJ6XHMLISRION3NBJ54OA	5.0	1398714000000
B0C3Q29DML	AHCIO4Y7MASS5GHGAZNOPPTXFTVA	4.0	1486906865000
B0B8Z6192W	AFJJYEJZACV5G2MCS3RBGDJ4AC2Q	5.0	1491352167000
B088DD5M4V	AGTGRAU2XMEYIX4WPQPNY3JGAUNQ	4.0	1510965831921
B0002E3FBA	AHBD4JG5WW5UH6YRVPW25FKQIFYA	5.0	1407422253000
B01DE4DPSC	AHESWMVRGAHKN2L3QVZCA5MJHTMA	5.0	1411605502000
B0BK5CXZBT	AGTVZ7ZSDMTEDLMJGZRC7RFJNDWQ	5.0	1452003773000
B07VWSB34H	AEYU4OX6OE3CJ6BQH2KLSNXPKRPA	5.0	1440004677000
B001L8NGJ2	AGJ4GTDNTPHMRM26V46EYAF7IGCA	5.0	1468897345000
B0B81D5BB4	AHJQIRE3KBRMPLVEGQNUOTYILZDA	5.0	1395523782000
B097FMTZCP	AG64SW2Z4TEZG4IWEGEUFEEZBTRQ	5.0	1424407717000
B013ZHK4DM	AGBQ3TX4QYWQQOW2DBADLGOJHQGA	5.0	1573697387942
B0BSR996X8	AEIGNQD2PURKBD57LI4CYPUF2SNA	5.0	1545337947720
B00CGFRJ2Y	AFNDBQFZDGWTDL3WS6RCMTAOHKWA	3.0	1418429994000
B091MZPYBQ	AEHWHU26Z2VEZQY3IEEW5HBIGX5Q	2.0	1427218073000
B07GFH8NTB	AE7P3HIBI3UDLCJLUPUZQWYVPEWA	5.0	1257259118000
B0BG95DG2H	AH62GRPE7WDZIZABAQ2YLWLUOIWA	5.0	1445873542000
B0BPKTYTPQ	AFO24CAUCZQKEVDR6FMRJHOLEE5A	5.0	1451538691000
B0BSGM6CQ9	AGAWSXTVDD2EO3XIGD7X4GFIU7LA	5.0	1486591237000
B00H35YIJE	AFBIB5XMB27ZIUM3YDTESOKSLLQA	2.0	1306984265000
B08DM9NFLH	AHSOUL7YHMSJHIWXFNCYYKYV62FA	5.0	1378818771000
B01DE4DEGK	AG5CLB4M2P4GCGANQS4WS3JGHFOQ	5.0	1462845399000
B07ND5PQTP	AFYONFWGXVIWRVF2SHUIPM6F2C3A	4.0	1439918364000
B00646MZHK	AERJUD4NREPMW7VM26CSV32KJZJQ	5.0	1435099314000
B0C54RRCKG	AF4H7MSDHSUVEMA2BPLP6MWGITGQ	3.0	1488327276000
B00RVE9X06	AHUXXNY2JWBI6E5TXSK6TABTFZFA	5.0	1434323336000
B0BPJ4Q6FJ	AGFCZHTATBUI4HMETZZ5DXULTZJQ	5.0	1467140251000
B0C5PRQ9K6	AHCIO4Y7MASS5GHGAZNOPPTXFTVA	5.0	1484674159000
B00T631UTC	AGMIECBRRAHS3YUEBQNL7M766ZVQ	1.0	1501076482230
B004XNK7AI	AF6XSSXRXNKEBD7X2H6LY2247BCQ	5.0	1417148322000
B00RVE9X06	AG6EDKW4LTUP3EKVJUFQWJTF3AYA	5.0	1486882552000
B074GXRXVR	AENNORCDOTT2KFT5WUIK7PJ2EXOA	3.0	1563172959675
B09SNBQCM8	AEMPR4XYIEHAJH2X5QZGGHHY73XQ	4.0	1405514296000
B00NPAMDQ6	AFD2KEKJMCLA2IPNMLZFWWUDNHEA	5.0	1485436660000
B07NP7HF7X	AGJNGLJSUQGXIWIXDARX26DQYFQQ	4.0	1474474918000
B003HGFRO8	AHO5IPKZNXFFG2LYSCTINORZG7EQ	4.0	1458841367000
B009A5JA98	AHHJZCFUMYNQ4M2VAYCDX537ZBRQ	5.0	1527018088588
B000K69UM8	AEKVPWOJMYF5L5VLHTG4CLCEB7QA	5.0	1555781708631
B096K2LZKH	AGNTFYEP6YDM3S4QZ52V564XUKAA	5.0	1392660503000
B0BSCFTV2G	AEYWFJUKDVPF6VNYWN7QB4TS7Z4A	5.0	1459113173000
B07MHL48V6	AFC3O5Z27ZZ5BOZEPDDE5LTIFXIA	5.0	1451678228000
B0002E1UDK	AEND7BD36I5IUIVPDZJAQXBLR5CA	5.0	1544274695239
B004XNK7AI	AHLYHY5UA5XWTXG7ZNN4DMYEXNRA	5.0	1447730618000
B09JMYM88H	AF5MQN46S6QJ3R7F5TEXLMDML66Q	5.0	1420077365000
B015WD6FIK	AF3FKUBT4IPD7JHRUOZ5LV5ZQICQ	5.0	1519283886476
B0002E1UEO	AHJQIRE3KBRMPLVEGQNUOTYILZDA	5.0	1398339675000
B07V46KRD8	AEJVWNXW55ISA3OATOA64QX5WXYQ	5.0	1456522436000
B017NT392Q	AEF57CDFWDBRC4QJ3RPLBAHB2JGA	4.0	1486266363000
B0B3F96MH2	AHPMJNUYUX4QOZCKLN5R34BB5EQQ	5.0	1547162465773
B0BCK6L7S5	AHMUAUOHLITDKIKI4C3KVRWIBMAQ	5.0	1551333832267
B000T9PE9E	AH5L2ZWXT6BSAUYQCH52NWFD6BVA	5.0	1451797403000
B0B95V41NR	AE7ZVRU43ZCB2B3KXQOJPF5ENQCQ	5.0	1538176604039
B09TRX519R	AFVLYQWBCIHXVLH6X2FSXRMAHHXA	5.0	1514433447821
B0BSGM6CQ9	AHEDE2SI6D32L6OKL6B5QCB42ZLA	4.0	1415013464000
B07N2HQ1T7	AG6IZ7Q62XTNN7ONRFUCUJHMVGXQ	5.0	1497561350828
B0BCK6L7S5	AFWITPOXSUXLPPPZTIHDHV7QZIZQ	5.0	1458897031000
B0BK5CXZBT	AEDPY3POINRLS7SA3RRHTOGMELCQ	5.0	1537837662589
B015JTEBN8	AFDDUFUJKO76V3QRS2CZ3KEGSXNA	5.0	1453038925000
B0B8Z76J32	AEEZTQRQOI7YEOA253MZFSUA2UFA	4.0	1481547510000
B01DXVB4RU	AGGGJYCYNPZEDUVXRZBE7USAD33Q	5.0	1394489703000
B08JMQR2JK	AEXLRZ34GTMM35NQRDZ4CDKKXLIA	5.0	1450394486000
B004ZKIHVU	AHOM2YDFGZOSTQ2NETDCEGFAWGCA	3.0	1448998650000
B07D4QCBX4	AFWEOWK32WTIBX4MC7D3WFDLCKJQ	5.0	1415845314000
B0BPLFP5P6	AFJ52QWR6Y5WPXK3MEZJJBHMUY7A	5.0	1520974996421
B0C61YQFHH	AFHM4V4PUFXJRH7IMLDU2FOJQUYA	5.0	1435762365000
B00HZH4D04	AEQVW56O5NEA3TDSZQ7I7APCTQDQ	5.0	1417822390000
B00ZTRVA80	AF7GGQNMTOPT6IDGDJNQDWCNRW4Q	3.0	1573181932790
B07MHL48V6	AHSMJCOKS76IY4QASUXIIRQFS3EA	5.0	1427393052000
B0BKZ5F8BS	AFPU3TXAOZ2VSTJAV5SDRF2XA6CA	5.0	1475360748000
B001W99HE8	AFIEQ7BNYXBQTLYIJRTBNKWQTKEQ	5.0	1363907487000
B0BPLFP5P6	AE2OQ55HLV5XO54DWLE4PB5XUNPA	5.0	1485780595000
B00646MZHK	AEAOFHZAXM34WLUQTDQLBIY7QKPQ	5.0	1469946078000
B07N5MJDBF	AFQGYW6TLQ7IOG475GG6WDXHPY5Q	5.0	1459014715000
B003BGXW50	AHUZL5QVP2SC6GOXSKGNAYUZQZ6A	5.0	1466454639000
B0BPLFP5P6	AF3NJDOTMG7BRKDLV6UM7GHFC7XQ	3.0	1403672596000
B0BSGM6CQ9	AEVIDOETQTYGFWUVJGTIDMWH4YFQ	5.0	1566936893720
B019ONS4TC	AEMPR4XYIEHAJH2X5QZGGHHY73XQ	4.0	1484640475000
B08XMGNB3W	AFFMTXZ6ZKG7PV3BO6UKZBSLXYPA	3.0	1439599297000
B0002E3FBA	AF6QNTDFT5T6W5HAL6Q2ASFPM25A	5.0	1453828717000
B003HGFRO8	AHGYSJ5C6F7YUTGNX6EMVI5QLYUA	4.0	1521504704716
B0BHSG5C3G	AGGU6YCHY6BLNPTJ2YAU4Y5IKJJQ	5.0	1509118510822
B08R5GM6YB	AG5BM4MB6I32TDPE2SCSQXSCJCHQ	4.0	1493633147000
B09JYHK3KF	AHEMAURZYRCARVTVF6CQYTYE4I4Q	5.0	1515527642925
B0BKR2ZM9X	AGXFWQGLTEX7J4O7KQVAJ642DOQQ	5.0	1420564796000
B0B8Z76J32	AEASBKOSHINDGYCSLJ3MKB6I3QZQ	5.0	1331016502000
B0928HW2P4	AEDPY3POINRLS7SA3RRHTOGMELCQ	5.0	1537837573910
B00W7ZL4TM	AFZ4XEURSL7VMVPEKG5SHU3OAULQ	5.0	1452093478000
B0002KZEAE	AEEWXWO64R74Q6N4BZ2AEVFWET5A	5.0	1465524898000
B0BPJ4Q6FJ	AF5RQWWSSKSCORGZB47AWJWQFFTA	5.0	1432236618000
B01DE4DTAG	AE2EQIUBKQCVSP55MNF2SQIASN2Q	5.0	1475862499000
B086QM1F75	AE4HL6GTIQJ7HRI53XDKIGVJSPRQ	5.0	1451963819000
B01DZ6FBBI	AGPLEULQ76QQAPSUGGHDEHWSGVQA	5.0	1527430602806
B08SJY4T7K	AHNG3NRGEDYO7E44QMYDHMBADPBA	5.0	1427828059000
B00RVE9X06	AFZ4XEURSL7VMVPEKG5SHU3OAULQ	5.0	1443972245000
B00IPHSRN2	AH7VVPGAXBTVXWJOKQS4FFLNLFWQ	5.0	1493344746000
B0BPKH4HB2	AF3FYICX6MT2J3E7RBI6WGC2DSVA	5.0	1462426016000
B015XDJB9E	AH62GRPE7WDZIZABAQ2YLWLUOIWA	5.0	1477262259000
B00DKAQGTG	AHEJYPLN7DMCYRQ2KCWQ5YIY6JDA	5.0	1469281962000
B0BSGM6CQ9	AH6VQ5XVJLKBRKNXXHMRO5P7NYKA	5.0	1416596634000
B087X1CF8G	AHA4V44CE4KWD2NFAN7RAB4HJJZA	5.0	1509377369362
B0BSGM6CQ9	AEPNCQE67RNHL55MEZGPI653CNOA	5.0	1484328646000
B00RX5HQS4	AF5RQWWSSKSCORGZB47AWJWQFFTA	5.0	1432249920000
B07B8WL33G	AGYRRNMNERU3DGGHRKWK3PVAWSJA	5.0	1545798625083
B074GXRXVR	AEIUHZBJ3OGDLC4GH5TSFC2BJPCQ	5.0	1543893162762
B0BTC9YJ2W	AGUSWVPMRRKPI5CS56UWY4VXFZJA	4.0	1487905624000
B00RVE9X06	AEG4JJL36SPE6KDU4NB7NJGMU7XA	5.0	1454075784000
B08R5GM6YB	AHPICMF5UJNVT7W3VCU2CQM2UCPA	5.0	1410313591000
B008BPI2OW	AHOM2YDFGZOSTQ2NETDCEGFAWGCA	5.0	1551377773268
B01ANNNKMI	AHO5IPKZNXFFG2LYSCTINORZG7EQ	2.0	1428515663000
B08JMQR2JK	AEEGBXTASTDNNZE2QXR5IIGX725A	5.0	1526609904901
B0BHSG5C3G	AHMQXXMPUH52LC6PKXH4YAJT2FDQ	5.0	1512975390433
B0010SHU18	AF3RJBAVKA5SURCOISFLDBHF6UOA	4.0	1440216568000
B07VWSB34H	AFDSDZ4A6HKSIFVTISXLNY4KBTPQ	4.0	1507682305911
B0BCW884JL	AHYQKMLIXHKFDHC7K2Y4JXM4YLOQ	5.0	1570620426094
B09M7BF885	AHPLBHLPKEWMHIYGC24RK7BVWNLA	5.0	1451573904000
B08R5GM6YB	AGUSWVPMRRKPI5CS56UWY4VXFZJA	4.0	1343312395000
B0B95V41NR	AEHFVSKBQGAERTS6I5V6BEHGZWJA	5.0	1423682694000
B097Q9W8MW	AHSMJCOKS76IY4QASUXIIRQFS3EA	5.0	1427393080000
B0BRSM5XBB	AEKUZFUOA5Y7YXZTA3W3L3SHLQCQ	3.0	1422958744000
B0B8Z6192W	AHHW2AT5ANBJBEHHQZUDIGJC3NUQ	5.0	1402509307000
B0192JRA2A	AG6XLJER57SGESSWRY54FBXJAESA	5.0	1538448559414
B07WS6G634	AHCIO4Y7MASS5GHGAZNOPPTXFTVA	4.0	1489164091000
B09BF8XDF4	AG477CZTN5DXXKI4PJQL33KQYQMQ	5.0	1554723037900
B08DBDD6CM	AGINMSGAHI4EDF7FECA5G6S462FQ	5.0	1428057238000
B08BW2TBD7	AHR6CSQFJVG5AHI25CP4NTJDEZFQ	5.0	1421719799000
B09M7DPHCS	AH5MZVAOBU2PWPJ2G663BY5S2R5A	5.0	1308343632000
B07PPHHG34	AETDJT3WINHMRGVYOPS7SF7KLHVQ	5.0	1386882026000
